image_id,class_name,bboxes,scores
000000296649.jpg,"['person', 'person', 'person', 'motorcycle', 'motorcycle', 'person', 'person', 'person', 'car', 'person', 'person', 'bicycle', 'person']","[[1.9768915, 266.4966, 106.212875, 421.6571], [498.2644, 280.39697, 586.1488, 378.16196], [427.7368, 274.14578, 521.4071, 406.4393], [261.80557, 334.07343, 431.56897, 425.19983], [0.89941484, 316.9929, 175.83815, 425.21527], [318.0964, 289.77606, 391.3249, 411.0474], [107.24471, 269.2561, 122.71174, 297.1701], [557.0803, 310.88898, 585.74976, 353.71637], [454.59216, 328.06516, 636.6209, 427.0], [121.846436, 271.20496, 137.20949, 295.9004], [275.61267, 294.05157, 331.57394, 410.62677], [252.7107, 331.9227, 274.4692, 370.2044], [304.7756, 277.19873, 328.1432, 331.21307]]","[0.995, 0.936, 0.885, 0.988, 0.993, 0.934, 0.817, 0.823, 0.936, 0.887, 0.985, 0.811, 0.817]"
000000386912.jpg,"['person', 'book', 'laptop', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book']","[[221.36438, 137.23738, 424.00012, 411.96628], [533.18896, 330.79407, 549.8756, 409.232], [25.985485, 257.89865, 321.69742, 446.41467], [543.30743, 333.25485, 561.20795, 409.52304], [599.13745, 170.96634, 619.2281, 233.00584], [484.406, 259.0065, 580.6122, 298.13586], [618.9321, 172.86012, 639.4632, 235.43982], [555.3558, 0.30554354, 593.5742, 84.66497], [589.84875, 386.7468, 638.5053, 411.47043], [586.07635, 402.26846, 638.20105, 426.75082], [482.02246, 273.4917, 583.105, 310.17615], [572.7636, 1.5867554, 600.6649, 85.49899], [602.25934, 333.6498, 639.6564, 362.8828], [520.7377, 320.28876, 537.64087, 406.0126], [595.4898, 278.53558, 639.76117, 315.07172], [557.45026, 334.40997, 580.39795, 412.0051]]","[0.922, 0.916, 0.814, 0.914, 0.945, 0.834, 0.852, 0.803, 0.856, 0.895, 0.997, 0.846, 0.84, 0.823, 0.901, 0.821]"
000000502136.jpg,"['vase', 'potted plant', 'potted plant', 'vase']","[[353.4752, 341.25317, 377.45007, 378.24255], [330.70892, 306.4692, 400.5494, 382.12253], [10.271224, 284.96265, 115.78608, 389.78436], [48.672176, 349.7404, 77.38537, 392.42706]]","[0.919, 0.981, 0.893, 0.99]"
000000491497.jpg,"['person', 'tv', 'bed', 'book', 'book', 'book']","[[4.245962, 219.95596, 79.13833, 317.05627], [0.0, 187.74567, 94.62901, 371.13907], [157.09937, 286.41782, 359.96295, 488.7629], [342.99417, 151.07785, 352.0116, 197.01036], [350.45813, 154.5104, 357.78735, 197.07684], [310.91318, 147.1488, 327.1209, 196.42479]]","[0.814, 0.859, 0.973, 0.998, 0.863, 0.877]"
000000184791.jpg,"['bowl', 'orange']","[[133.00133, 318.2001, 281.96448, 400.3416], [93.98152, 223.50372, 155.12715, 281.17892]]","[0.888, 0.979]"
000000348881.jpg,"['person', 'boat', 'person', 'car', 'suitcase']","[[562.98016, 269.35196, 600.3221, 345.863], [576.2283, 193.49219, 639.72125, 241.80573], [253.68422, 103.24736, 272.85114, 170.63725], [0.6655939, 49.487514, 35.99111, 70.915436], [561.6415, 311.71683, 572.4628, 334.5603]]","[0.872, 0.896, 0.808, 0.935, 0.868]"
000000289393.jpg,"['bird', 'giraffe', 'dog', 'cow']","[[524.7491, 330.51102, 639.5251, 472.12686], [32.796303, 90.477806, 287.2922, 253.57578], [332.54822, 218.40698, 517.7589, 418.55655], [74.00961, 200.95712, 358.47662, 412.69662]]","[0.987, 0.894, 0.813, 0.896]"
000000522713.jpg,"['bench', 'boat', 'boat', 'boat', 'boat', 'boat']","[[411.68295, 284.57654, 560.51385, 354.6461], [438.76718, 261.98788, 468.22418, 271.74518], [359.79044, 268.92847, 377.04858, 274.1945], [357.97116, 248.00822, 376.534, 274.54285], [480.7114, 269.51248, 502.20773, 274.9498], [385.30643, 267.9765, 407.564, 274.7296]]","[0.811, 0.864, 0.974, 0.856, 0.985, 0.917]"
000000181666.jpg,"['person', 'person', 'sheep', 'sheep', 'sheep', 'sheep', 'sheep', 'sheep', 'sheep', 'sheep']","[[53.08477, 190.05656, 74.63869, 216.47063], [270.38196, 164.74576, 323.02145, 257.78268], [516.1361, 288.94357, 590.9633, 404.82968], [428.6984, 294.08627, 487.85165, 402.98663], [343.19727, 280.01846, 419.10297, 391.2713], [162.51132, 294.95456, 223.68065, 421.21774], [217.34122, 310.01566, 272.61542, 423.48358], [0.44069004, 288.9943, 30.518469, 371.89154], [482.14468, 300.7977, 542.3034, 391.59146], [605.24646, 277.40674, 638.22675, 381.28705]]","[0.955, 0.962, 0.898, 0.915, 0.967, 0.975, 0.985, 0.86, 0.964, 0.839]"
000000017627.jpg,"['car', 'car', 'car', 'person', 'car', 'car', 'car', 'person', 'person', 'car', 'car', 'car']","[[264.4039, 229.90605, 373.71735, 304.83325], [481.6428, 235.73705, 569.55084, 286.0347], [408.60233, 235.07506, 483.3656, 284.25195], [149.85472, 221.99911, 170.38815, 296.1101], [174.18199, 236.66289, 274.45966, 298.95187], [597.84955, 242.41096, 640.0, 277.29608], [554.54407, 240.27611, 585.5081, 279.0952], [257.49835, 227.63417, 271.28232, 248.323], [186.83249, 224.24977, 205.18109, 246.85414], [27.91352, 214.0181, 104.32397, 267.79245], [28.162958, 225.38348, 124.95091, 328.68005], [101.51332, 241.54103, 133.71829, 275.7749]]","[0.923, 0.815, 0.989, 0.968, 0.828, 0.816, 0.86, 0.968, 0.878, 0.952, 0.92, 0.829]"
000000143931.jpg,"['person', 'bus']","[[448.00867, 160.54738, 537.75104, 292.65598], [1.0288901, 18.837341, 640.0, 480.00003]]","[0.912, 0.92]"
000000303818.jpg,"['car', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'bus', 'handbag', 'person', 'person', 'car', 'backpack', 'person']","[[3.9125702, 197.55411, 131.73517, 275.05466], [311.03293, 200.35971, 339.2012, 277.75885], [247.4749, 194.9621, 283.52823, 271.24387], [188.21251, 193.44107, 216.73906, 265.21042], [155.16272, 191.7896, 175.62515, 251.12415], [290.05045, 201.3211, 313.5206, 275.9245], [34.359413, 178.8807, 52.372597, 201.96191], [8.461598, 185.53928, 26.27436, 215.29738], [332.11368, 70.80928, 480.00003, 310.6505], [212.36394, 223.7733, 226.618, 246.97917], [172.76022, 191.07297, 191.50479, 245.33548], [239.33269, 195.95923, 257.75687, 261.1222], [51.313698, 167.27887, 72.849365, 181.66864], [163.01923, 199.25217, 175.14264, 218.48976], [208.4413, 186.59625, 226.25201, 250.85472]]","[0.82, 0.945, 0.999, 0.85, 0.984, 0.819, 0.864, 0.88, 0.928, 0.9, 0.95, 0.954, 0.886, 0.806, 0.812]"
000000463730.jpg,"['person', 'person', 'person', 'person', 'person', 'car', 'person', 'person', 'person', 'person', 'person', 'person', 'truck', 'person', 'bus', 'motorcycle', 'person']","[[41.663517, 178.93948, 81.77625, 301.24997], [163.57668, 186.4652, 211.37273, 310.2963], [128.17537, 185.22348, 183.7227, 313.30493], [301.28214, 177.78812, 328.56433, 274.0683], [329.66772, 186.8583, 364.5974, 255.83435], [510.5308, 179.91014, 639.23376, 318.70273], [97.107086, 214.1539, 111.76277, 254.33972], [82.247536, 208.43126, 100.031425, 254.50926], [613.6185, 173.94199, 627.43787, 185.99837], [489.69568, 109.37083, 525.2649, 143.30104], [128.48032, 208.30992, 140.4166, 251.5763], [0.0, 190.78265, 15.421329, 245.31842], [369.47134, 71.45452, 560.0274, 291.89337], [390.8833, 112.75748, 419.5143, 142.23392], [194.85242, 122.69324, 330.1824, 263.25204], [323.11023, 210.4946, 368.08887, 259.73718], [359.6398, 146.0716, 371.7141, 171.18202]]","[0.984, 0.806, 0.885, 0.836, 0.96, 0.816, 0.958, 0.848, 0.802, 0.881, 0.831, 0.825, 0.814, 0.846, 0.892, 0.966, 0.879]"
000000460347.jpg,"['bus', 'car', 'car', 'car', 'car', 'person']","[[148.1593, 60.329773, 266.05936, 242.3245], [329.83063, 67.435, 383.5577, 114.4083], [340.84592, 12.454489, 377.78387, 41.701], [257.73306, 6.640138, 299.0823, 45.454952], [153.22679, 9.916185, 188.64926, 46.794464], [220.53508, 155.84334, 247.77966, 178.99564]]","[0.949, 0.836, 0.947, 0.914, 0.896, 0.875]"
000000322864.jpg,"['person', 'car', 'car', 'car', 'car', 'car', 'car']","[[287.4217, 335.615, 302.4707, 368.13733], [11.85353, 351.45444, 64.8718, 396.47943], [284.77148, 349.9005, 374.1008, 400.29733], [0.18627925, 353.29752, 24.55165, 419.35114], [0.0, 376.27594, 112.73768, 536.074], [19.650675, 343.89856, 339.2759, 574.4437], [265.62576, 385.56958, 427.0, 584.4352]]","[0.973, 0.987, 0.853, 0.923, 0.97, 0.916, 0.905]"
000000153299.jpg,"['giraffe', 'giraffe']","[[40.834564, 55.71554, 382.95746, 477.99792], [61.387913, 173.69493, 278.54742, 488.78354]]","[0.806, 0.949]"
000000308394.jpg,"['person', 'couch']","[[70.03082, 162.92723, 215.03467, 425.04883], [116.1608, 251.74063, 507.35498, 422.10596]]","[0.815, 0.889]"
000000456496.jpg,"['person', 'bird', 'bird', 'bird', 'handbag']","[[152.53922, 65.86983, 294.01, 304.95172], [402.02997, 331.26324, 437.8198, 397.12686], [16.889513, 295.17136, 90.89528, 336.43906], [118.470985, 287.46564, 179.95789, 343.1783], [266.5327, 178.40396, 303.42947, 232.4998]]","[0.84, 0.827, 0.963, 0.822, 0.978]"
000000041888.jpg,"['bird', 'bird', 'sheep']","[[196.25246, 206.01807, 326.1176, 312.6715], [289.50143, 243.37029, 386.96338, 345.7845], [404.32022, 258.49927, 526.5354, 357.54007]]","[0.88, 0.983, 0.989]"
000000184321.jpg,['train'],"[[159.83492, 179.15556, 267.2852, 272.97656]]",[0.824]
000000565778.jpg,"['train', 'person', 'person', 'person', 'person']","[[158.12538, 128.74918, 504.82727, 352.84128], [404.23206, 188.21213, 431.16364, 272.51114], [57.570328, 284.03482, 72.7603, 331.93137], [263.23532, 232.21223, 273.30838, 249.9225], [422.20193, 191.55708, 438.45084, 271.51773]]","[0.954, 0.938, 0.834, 0.921, 0.925]"
000000297343.jpg,['stop sign'],"[[64.696785, 151.9985, 247.79324, 346.1317]]",[0.804]
000000336587.jpg,"['stop sign', 'traffic light', 'clock']","[[244.59534, 2.0989976, 343.50528, 101.04225], [535.1347, 181.4258, 551.7809, 213.84901], [550.18536, 94.247635, 568.3446, 110.73735]]","[0.888, 0.877, 0.997]"
000000122745.jpg,['stop sign'],"[[211.54996, 113.36883, 356.6378, 250.32643]]",[0.841]
000000219578.jpg,"['dog', 'cat', 'chair']","[[45.49698, 114.52114, 501.6644, 336.39542], [418.65823, 148.35173, 618.9865, 295.71014], [3.6298802, 149.21014, 89.0495, 423.64255]]","[0.824, 0.814, 0.855]"
000000555705.jpg,"['cat', 'cat']","[[1.532009, 29.153194, 376.14352, 308.96365], [277.70026, 19.991009, 629.81085, 313.34082]]","[0.803, 0.987]"
000000443303.jpg,"['cat', 'book', 'suitcase']","[[187.67284, 99.47958, 493.68237, 303.66434], [363.76657, 1.1551863, 470.6823, 32.974926], [25.300375, 102.21877, 430.50662, 375.0]]","[0.966, 0.803, 0.973]"
000000500663.jpg,"['cow', 'cow']","[[289.4858, 353.97192, 325.52893, 378.4423], [397.9394, 340.58276, 417.6008, 353.9095]]","[0.816, 0.817]"
000000418281.jpg,['cow'],"[[98.20536, 254.03688, 281.9608, 387.3618]]",[0.945]
000000025560.jpg,"['cup', 'cat', 'tv', 'person']","[[4.555547, 421.9884, 75.38011, 480.00003], [126.04674, 177.54536, 522.4421, 346.84338], [148.86345, 0.0, 563.7298, 297.8596], [193.51506, 30.486576, 350.56125, 226.42453]]","[0.815, 0.975, 0.997, 0.869]"
000000403817.jpg,"['tv', 'bowl']","[[345.6729, 122.062744, 500.0, 351.0559], [124.826836, 107.299736, 200.04265, 130.65707]]","[0.944, 0.881]"
000000085329.jpg,['person'],"[[221.89662, 30.10729, 605.6512, 425.33813]]",[0.902]
000000329323.jpg,"['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']","[[348.5226, 85.09922, 424.82657, 285.58698], [98.70908, 63.413292, 258.53326, 330.77527], [50.30677, 274.66296, 254.70355, 600.41486], [330.67282, 234.844, 408.7021, 303.12543], [299.8187, 41.52524, 355.91882, 150.12193], [143.66791, 50.762196, 181.79709, 108.38311], [255.69449, 217.78525, 343.58807, 351.27637], [71.202934, 15.682604, 160.88158, 212.58385], [22.061438, 52.970444, 101.66586, 319.03464], [1.1748524, 30.347343, 76.565094, 467.45663], [356.033, 48.578014, 420.8591, 120.46315], [238.9756, 58.193428, 265.8701, 104.40529], [225.47202, 94.71741, 309.6471, 246.28685], [0.0, 209.9243, 111.609764, 636.1983], [6.539834, 47.53327, 62.855354, 175.99818], [250.39572, 46.064697, 321.37177, 150.2681]]","[0.991, 0.829, 0.884, 0.816, 0.811, 0.801, 0.844, 0.844, 0.822, 0.82, 0.978, 0.932, 0.812, 0.963, 0.905, 0.9]"
000000239274.jpg,"['boat', 'person', 'person', 'person', 'person', 'person']","[[67.14153, 237.6632, 479.625, 519.6783], [507.72766, 459.1596, 550.05615, 496.22128], [282.69934, 382.588, 300.1832, 430.72223], [558.84796, 438.96188, 580.44824, 486.68964], [266.9483, 383.12674, 284.57675, 423.43375], [330.61703, 363.56006, 362.99612, 428.05096]]","[0.976, 0.926, 0.837, 0.922, 0.818, 0.966]"
000000286994.jpg,"['elephant', 'elephant', 'elephant', 'elephant', 'elephant', 'elephant', 'elephant', 'elephant', 'bird']","[[328.15527, 312.4235, 436.3583, 382.17834], [487.85187, 223.55086, 538.0557, 248.5783], [116.35324, 218.9573, 164.40997, 248.39957], [298.14337, 232.74379, 330.7439, 253.6114], [0.00884838, 217.03346, 25.940693, 240.28133], [51.616608, 225.06012, 86.901695, 242.76997], [362.0758, 239.05495, 387.74655, 251.54002], [273.83145, 239.96465, 295.21765, 253.11188], [511.0312, 368.26456, 520.4031, 377.09866]]","[0.993, 0.82, 0.985, 0.818, 0.925, 0.966, 0.914, 0.803, 0.857]"
000000511321.jpg,"['boat', 'boat', 'clock', 'clock', 'boat', 'boat']","[[42.49358, 406.20935, 282.49957, 557.07806], [24.168516, 313.29358, 222.83623, 359.45758], [291.7459, 219.67238, 301.06555, 228.2909], [293.70044, 221.0432, 299.88156, 227.01503], [3.653833, 95.129776, 118.52874, 291.27252], [193.1736, 270.36166, 203.86806, 274.9533]]","[0.927, 0.974, 0.857, 0.856, 0.847, 0.974]"
000000314294.jpg,['elephant'],"[[289.25058, 87.34833, 484.45682, 243.74057]]",[0.886]
000000233771.jpg,"['bus', 'person', 'person', 'person', 'person', 'person', 'person', 'umbrella', 'person', 'handbag', 'person', 'car']","[[0.08630371, 322.1393, 56.035213, 442.80078], [462.59824, 412.66006, 575.7965, 637.10516], [536.16174, 410.55322, 638.1552, 638.3981], [381.97134, 444.5566, 483.59848, 636.12714], [542.379, 362.35812, 617.94006, 495.65665], [172.65823, 377.72772, 226.12964, 445.40436], [249.95996, 445.0438, 399.00266, 630.13367], [179.54605, 354.6625, 490.54367, 463.9235], [86.68421, 381.45294, 277.88193, 633.61084], [468.55966, 470.18936, 548.20654, 624.51416], [536.832, 392.67157, 558.59717, 419.05377], [0.9200226, 430.71103, 20.377699, 534.1678]]","[0.849, 0.895, 0.924, 0.903, 0.82, 1.0, 0.958, 0.848, 0.967, 0.984, 0.906, 0.873]"
000000475779.jpg,['elephant'],"[[0.0, 110.12784, 464.8821, 477.32898]]",[0.82]
000000301867.jpg,"['person', 'person', 'person', 'umbrella', 'handbag']","[[347.65112, 111.38176, 516.6541, 474.08307], [134.08075, 98.694435, 269.7934, 476.6973], [244.53198, 92.65835, 386.21283, 476.83792], [210.4668, 40.89382, 448.2745, 151.57166], [130.05801, 191.3817, 239.3241, 326.50867]]","[0.89, 0.92, 0.973, 0.985, 0.961]"
000000312421.jpg,"['person', 'person', 'motorcycle', 'person', 'umbrella', 'umbrella', 'cell phone', 'person']","[[591.7243, 135.26846, 639.7851, 256.62683], [502.8995, 125.30889, 568.172, 262.62482], [25.688744, 155.02245, 115.5988, 306.38632], [30.501991, 113.6219, 70.979866, 201.8438], [99.68748, 19.538702, 481.24542, 137.66408], [528.97766, 0.0, 640.0, 139.65395], [240.6908, 142.39215, 327.2984, 154.50381], [408.04385, 140.2103, 475.54626, 230.7418]]","[0.885, 0.842, 0.882, 0.939, 0.894, 0.849, 0.83, 0.99]"
000000185250.jpg,"['person', 'person', 'dog', 'horse']","[[115.14116, 195.70218, 219.91473, 481.6187], [0.26134366, 341.08655, 11.182866, 425.07745], [161.31456, 382.54437, 282.0685, 571.095], [166.35097, 391.1457, 279.53598, 567.36505]]","[0.998, 0.931, 0.857, 0.812]"
000000356427.jpg,"['person', 'backpack']","[[163.84668, 68.3222, 292.82697, 414.65012], [275.8706, 316.20972, 371.49118, 419.36307]]","[0.898, 0.898]"
000000572517.jpg,"['bear', 'bird', 'bird']","[[144.16916, 73.48905, 338.5123, 241.13615], [155.24455, 174.15205, 611.7867, 371.5309], [171.48639, 199.11604, 438.38718, 349.05066]]","[0.927, 0.904, 0.994]"
000000270244.jpg,['zebra'],"[[107.54159, 144.8466, 362.24222, 313.65186]]",[0.918]
000000516316.jpg,"['zebra', 'zebra', 'horse']","[[109.595375, 274.26434, 241.43266, 358.98972], [428.20154, 271.3329, 535.9861, 340.90274], [273.97888, 270.25992, 374.913, 344.32843]]","[0.821, 0.933, 0.904]"
000000125211.jpg,"['zebra', 'car']","[[80.06398, 99.04932, 640.0, 469.9681], [64.72541, 200.4507, 88.27951, 210.52695]]","[0.986, 0.977]"
000000562121.jpg,"['zebra', 'zebra', 'zebra']","[[95.02265, 230.81416, 161.01134, 285.73932], [376.67853, 200.21216, 487.17245, 390.29797], [318.162, 214.7325, 410.3519, 382.63217]]","[0.95, 0.949, 0.875]"
000000360661.jpg,"['horse', 'horse', 'horse', 'person', 'person', 'person']","[[102.49422, 194.19331, 353.68753, 352.95905], [369.37924, 205.31151, 623.30206, 352.59824], [1.3351561, 199.34181, 73.48983, 327.0056], [216.2105, 178.45172, 289.01633, 279.38412], [111.40405, 222.73347, 144.65672, 310.86115], [493.6996, 181.25763, 564.31323, 278.2398]]","[0.879, 0.814, 0.884, 0.873, 0.863, 0.923]"
000000016228.jpg,"['horse', 'person', 'bench', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'umbrella', 'person', 'person', 'person', 'person', 'umbrella', 'person', 'person']","[[339.66168, 157.22571, 531.6952, 351.6244], [200.09338, 191.63605, 234.95302, 298.52945], [512.6881, 234.66501, 622.8634, 289.7959], [264.95895, 197.34686, 282.7917, 219.08858], [527.24854, 166.81454, 545.5318, 202.05238], [496.3456, 216.67647, 536.996, 281.74203], [546.14496, 165.12599, 571.0084, 194.9168], [114.557365, 196.37433, 132.02289, 255.5628], [144.8415, 195.3418, 155.52202, 220.04967], [157.03601, 195.70921, 167.43355, 219.01436], [75.721, 197.17058, 101.53198, 262.44644], [170.0073, 194.27975, 181.25319, 218.82205], [6.5570455, 177.36723, 30.74642, 192.73846], [295.50296, 187.97388, 310.55112, 221.70432], [67.75083, 204.35509, 79.22691, 261.21478], [620.782, 174.71758, 633.67084, 192.41933], [34.44305, 203.00102, 51.902702, 263.7254], [346.18396, 132.03033, 476.6607, 207.09808], [320.40918, 176.17532, 347.67413, 228.07741], [5.7471175, 195.89565, 28.222904, 262.7252]]","[0.917, 0.923, 0.949, 0.968, 0.953, 0.99, 0.986, 0.906, 0.873, 0.932, 0.977, 0.912, 0.825, 0.866, 0.958, 0.844, 0.912, 0.894, 0.805, 0.912]"
000000382088.jpg,['horse'],"[[185.52176, 70.43581, 431.97296, 411.63007]]",[0.844]
000000266409.jpg,"['person', 'backpack', 'skis']","[[326.03748, 147.41362, 456.35312, 447.16116], [353.82477, 188.58395, 427.07874, 246.54716], [372.77524, 440.65512, 427.02673, 477.4861]]","[0.889, 0.893, 0.826]"
000000430961.jpg,"['person', 'sports ball', 'baseball glove', 'person', 'person']","[[27.38004, 10.125826, 384.16357, 313.99896], [113.48299, 65.8497, 126.86116, 79.61508], [285.4689, 92.11496, 319.02322, 132.41336], [1.4998503, 94.60358, 51.729343, 179.9734], [292.88126, 30.171106, 391.09772, 185.36702]]","[0.848, 0.929, 0.889, 0.911, 0.895]"
000000080671.jpg,"['person', 'skis']","[[221.8304, 115.10047, 428.26016, 371.84732], [195.65352, 358.80402, 344.2717, 378.32153]]","[0.858, 0.995]"
000000577539.jpg,"['person', 'bowl']","[[2.29749, 243.48189, 108.0904, 326.83798], [23.612957, 0.0, 454.76932, 326.49167]]","[0.854, 0.972]"
000000104612.jpg,"['broccoli', 'broccoli', 'broccoli', 'broccoli', 'broccoli', 'broccoli', 'broccoli', 'person', 'broccoli', 'broccoli', 'broccoli', 'broccoli']","[[495.53458, 299.5966, 586.36096, 378.92477], [261.08575, 363.12177, 364.90503, 424.7695], [396.34528, 46.01921, 448.60364, 108.094604], [243.67178, 110.833176, 308.70996, 153.74756], [149.74731, 146.83286, 329.15375, 398.14554], [118.58786, 322.748, 161.6579, 404.4013], [50.727997, 248.2903, 163.23372, 399.62396], [574.4048, 2.3762102, 640.0, 81.73951], [52.81985, 247.43651, 106.60728, 297.26257], [426.85223, 97.29372, 540.2105, 158.6399], [160.74063, 90.85, 235.12439, 144.56456], [468.5883, 231.05867, 526.11584, 301.11652]]","[0.922, 0.819, 0.951, 0.979, 0.923, 0.994, 0.81, 0.849, 0.815, 0.881, 0.822, 0.86]"
000000476258.jpg,"['person', 'skateboard']","[[265.0732, 39.624344, 513.4755, 313.2936], [269.643, 259.74362, 494.72742, 339.48364]]","[0.863, 0.895]"
000000448365.jpg,"['person', 'skateboard', 'person']","[[153.80522, 33.856354, 377.45874, 330.95493], [195.68115, 271.2705, 345.90176, 409.9432], [443.34918, 211.02238, 477.16132, 256.82898]]","[0.852, 0.877, 0.887]"
000000035197.jpg,"['person', 'person', 'skateboard']","[[370.61578, 238.43915, 410.15158, 316.2969], [20.651476, 0.066763155, 241.401, 420.13174], [4.494187, 331.88635, 235.68243, 455.9467]]","[0.989, 0.903, 0.889]"
